timestamp,elapsed_sec,gsr_raw,phase
1778477966.816472,0.0004570484161376953,4094.0,baseline
1778477966.8666072,0.05059218406677246,4093.0,baseline
1778477966.9164438,0.10042881965637207,4094.0,baseline
1778477966.966541,0.1505260467529297,4094.0,baseline
1778477967.016672,0.20065689086914062,4094.0,baseline
1778477967.0666409,0.2506258487701416,4094.0,baseline
1778477967.1165922,0.30057716369628906,4094.0,baseline
1778477967.166723,0.3507080078125,4093.0,baseline
1778477967.216701,0.40068602561950684,4094.0,baseline
1778477967.2666821,0.450667142868042,4094.0,baseline
1778477967.316583,0.5005679130554199,4094.0,baseline
1778477967.3667798,0.550764799118042,4094.0,baseline
1778477967.416726,0.6007111072540283,4094.0,baseline
1778477967.4667468,0.6507318019866943,4094.0,baseline
1778477967.5168488,0.700833797454834,4092.0,baseline
1778477967.5667078,0.7506928443908691,4093.0,baseline
1778477967.616962,0.8009469509124756,4093.0,baseline
1778477967.66683,0.8508150577545166,4093.0,baseline
1778477967.7170439,0.9010288715362549,4093.0,baseline
1778477967.766918,0.9509029388427734,4094.0,baseline
1778477967.817086,1.0010709762573242,4094.0,baseline
1778477967.866922,1.0509068965911865,4094.0,baseline
1778477967.916897,1.1008820533752441,4094.0,baseline
1778477967.966772,1.150757074356079,4094.0,baseline
1778477968.01684,1.2008249759674072,4094.0,baseline
1778477968.066924,1.2509090900421143,4094.0,baseline
1778477968.117036,1.3010210990905762,4094.0,baseline
1778477968.1670132,1.3509981632232666,4094.0,baseline
1778477968.217055,1.4010400772094727,4093.0,baseline
1778477968.267166,1.451150894165039,4094.0,baseline
1778477968.3173099,1.5012948513031006,4094.0,baseline
1778477968.367218,1.5512030124664307,4093.0,baseline
1778477968.417112,1.6010971069335938,4094.0,baseline
1778477968.467175,1.6511600017547607,4094.0,baseline
1778477968.5172322,1.7012171745300293,4094.0,baseline
1778477968.5672681,1.7512531280517578,4094.0,baseline
1778477968.617462,1.8014469146728516,4094.0,baseline
1778477968.667308,1.8512930870056152,4094.0,baseline
1778477968.7174091,1.9013941287994385,4094.0,baseline
1778477968.767301,1.9512860774993896,4094.0,baseline
1778477968.817249,2.0012340545654297,4093.0,baseline
1778477968.867405,0.04878997802734375,4093.0,stimulus
1778477968.9171891,0.09857416152954102,4094.0,stimulus
1778477968.967273,0.14865803718566895,4093.0,stimulus
1778477969.0173419,0.19872689247131348,4093.0,stimulus
1778477969.06739,0.24877500534057617,4094.0,stimulus
1778477969.117326,0.29871106147766113,4093.0,stimulus
1778477969.167424,0.34880900382995605,4093.0,stimulus
1778477969.21766,0.3990449905395508,4094.0,stimulus
1778477969.267665,0.4490499496459961,4093.0,stimulus
1778477969.3178098,0.499194860458374,4092.0,stimulus
1778477969.367808,0.5491931438446045,4093.0,stimulus
1778477969.417723,0.5991079807281494,4094.0,stimulus
1778477969.467785,0.649169921875,4092.0,stimulus
1778477969.517768,0.699152946472168,4094.0,stimulus
1778477969.56767,0.7490551471710205,4092.0,stimulus
1778477969.6177611,0.7991461753845215,4094.0,stimulus
1778477969.66781,0.8491950035095215,4094.0,stimulus
1778477969.7179961,0.899381160736084,4094.0,stimulus
1778477969.767869,0.949254035949707,4094.0,stimulus
1778477969.8178282,0.9992132186889648,4094.0,stimulus
1778477969.8680818,1.049466848373413,4094.0,stimulus
