participant,participant_index,has_gsr,trial,type,sound,file_A,file_B,choice,A_delta,B_delta,phys_choice,match
20260510_225301_14,13,False,14,AMBIG_AMBIG,death_whistle,audio/death_whistle_135.wav,audio/death_whistle_225.wav,B,,,,
20260510_225302_15,14,False,1,PRIMING,mixed,audio/zombie_225.wav,audio/scream_225.wav,B,,,,
20260510_225302_15,14,False,2,PRIMING,mixed,audio/white_noise_270.wav,audio/bear_270.wav,B,,,,
20260510_225302_15,14,False,3,DIST_DIST,tiger,audio/tiger_270.wav,audio/tiger_90.wav,A,,,,
20260510_225302_15,14,False,4,AMBIG_DIST,zombie,audio/zombie_270.wav,audio/zombie_225.wav,B,,,,
20260510_225302_15,14,False,5,AMBIG_AMBIG,tiger,audio/tiger_315.wav,audio/tiger_135.wav,A,,,,
20260510_225302_15,14,False,6,AMBIG_AMBIG,scream,audio/scream_180.wav,audio/scream_135.wav,A,,,,
20260510_225302_15,14,False,7,AMBIG_AMBIG,bear,audio/bear_315.wav,audio/bear_135.wav,B,,,,
20260510_225302_15,14,False,8,AMBIG_DIST,tiger,audio/tiger_90.wav,audio/tiger_180.wav,A,,,,
20260510_225302_15,14,False,9,DIST_DIST,scream,audio/scream_270.wav,audio/scream_90.wav,A,,,,
20260510_225302_15,14,False,10,AMBIG_DIST,zombie,audio/zombie_90.wav,audio/zombie_225.wav,B,,,,
20260510_225302_15,14,False,11,AMBIG_DIST,tiger,audio/tiger_45.wav,audio/tiger_270.wav,A,,,,
20260510_225302_15,14,False,12,AMBIG_DIST,bear,audio/bear_135.wav,audio/bear_270.wav,A,,,,
20260510_225302_15,14,False,13,DIST_DIST,death_whistle,audio/death_whistle_270.wav,audio/death_whistle_90.wav,B,,,,
20260510_225302_15,14,False,14,AMBIG_DIST,white_noise,audio/white_noise_135.wav,audio/white_noise_270.wav,A,,,,
20260510_225304_16,15,False,1,PRIMING,mixed,audio/bear_90.wav,audio/white_noise_90.wav,B,,,,
20260510_225304_16,15,False,2,PRIMING,mixed,audio/tiger_225.wav,audio/zombie_225.wav,A,,,,
20260510_225304_16,15,False,3,AMBIG_AMBIG,white_noise,audio/white_noise_225.wav,audio/white_noise_315.wav,A,,,,
20260510_225304_16,15,False,4,AMBIG_DIST,tiger,audio/tiger_90.wav,audio/tiger_225.wav,B,,,,
20260510_225304_16,15,False,5,AMBIG_DIST,bear,audio/bear_45.wav,audio/bear_270.wav,A,,,,
20260510_225304_16,15,False,6,AMBIG_DIST,white_noise,audio/white_noise_90.wav,audio/white_noise_180.wav,B,,,,
20260510_225304_16,15,False,7,DIST_DIST,white_noise,audio/white_noise_270.wav,audio/white_noise_90.wav,A,,,,
20260510_225304_16,15,False,8,DIST_DIST,zombie,audio/zombie_270.wav,audio/zombie_90.wav,B,,,,
20260510_225304_16,15,False,9,AMBIG_DIST,tiger,audio/tiger_135.wav,audio/tiger_270.wav,A,,,,
20260510_225304_16,15,False,10,AMBIG_AMBIG,white_noise,audio/white_noise_0.wav,audio/white_noise_45.wav,A,,,,
20260510_225304_16,15,False,11,DIST_DIST,tiger,audio/tiger_90.wav,audio/tiger_270.wav,A,,,,
20260510_225304_16,15,False,12,AMBIG_AMBIG,zombie,audio/zombie_180.wav,audio/zombie_0.wav,B,,,,
20260510_225304_16,15,False,13,AMBIG_DIST,zombie,audio/zombie_0.wav,audio/zombie_90.wav,A,,,,
20260510_225304_16,15,False,14,AMBIG_DIST,white_noise,audio/white_noise_225.wav,audio/white_noise_90.wav,A,,,,
20260510_225305_17,16,False,1,PRIMING,mixed,audio/death_whistle_270.wav,audio/zombie_270.wav,A,,,,
20260510_225305_17,16,False,2,PRIMING,mixed,audio/zombie_135.wav,audio/white_noise_135.wav,B,,,,
20260510_225305_17,16,False,3,DIST_DIST,white_noise,audio/white_noise_90.wav,audio/white_noise_270.wav,B,,,,
20260510_225305_17,16,False,4,AMBIG_AMBIG,bear,audio/bear_135.wav,audio/bear_225.wav,A,,,,
20260510_225305_17,16,False,5,AMBIG_DIST,white_noise,audio/white_noise_45.wav,audio/white_noise_90.wav,A,,,,
20260510_225305_17,16,False,6,AMBIG_DIST,scream,audio/scream_315.wav,audio/scream_270.wav,A,,,,
20260510_225305_17,16,False,7,DIST_DIST,scream,audio/scream_270.wav,audio/scream_90.wav,B,,,,
20260510_225305_17,16,False,8,AMBIG_DIST,zombie,audio/zombie_270.wav,audio/zombie_315.wav,B,,,,
20260510_225305_17,16,False,9,DIST_DIST,bear,audio/bear_90.wav,audio/bear_270.wav,A,,,,
20260510_225305_17,16,False,10,AMBIG_AMBIG,zombie,audio/zombie_315.wav,audio/zombie_135.wav,B,,,,
20260510_225305_17,16,False,11,AMBIG_DIST,scream,audio/scream_180.wav,audio/scream_90.wav,A,,,,
20260510_225305_17,16,False,12,AMBIG_DIST,white_noise,audio/white_noise_0.wav,audio/white_noise_90.wav,A,,,,
20260510_225305_17,16,False,13,AMBIG_AMBIG,white_noise,audio/white_noise_315.wav,audio/white_noise_135.wav,B,,,,
20260510_225305_17,16,False,14,AMBIG_DIST,scream,audio/scream_225.wav,audio/scream_270.wav,A,,,,
20260510_225307_18,17,False,1,PRIMING,mixed,audio/tiger_180.wav,audio/zombie_180.wav,B,,,,
20260510_225307_18,17,False,2,PRIMING,mixed,audio/tiger_180.wav,audio/bear_180.wav,B,,,,
20260510_225307_18,17,False,3,DIST_DIST,death_whistle,audio/death_whistle_90.wav,audio/death_whistle_270.wav,A,,,,
20260510_225307_18,17,False,4,AMBIG_AMBIG,white_noise,audio/white_noise_0.wav,audio/white_noise_180.wav,A,,,,
20260510_225307_18,17,False,5,AMBIG_DIST,death_whistle,audio/death_whistle_135.wav,audio/death_whistle_270.wav,A,,,,
20260510_225307_18,17,False,6,AMBIG_DIST,zombie,audio/zombie_0.wav,audio/zombie_270.wav,A,,,,
20260510_225307_18,17,False,7,DIST_DIST,bear,audio/bear_90.wav,audio/bear_270.wav,A,,,,
20260510_225307_18,17,False,8,AMBIG_DIST,death_whistle,audio/death_whistle_270.wav,audio/death_whistle_45.wav,A,,,,
20260510_225307_18,17,False,9,DIST_DIST,zombie,audio/zombie_270.wav,audio/zombie_90.wav,B,,,,
20260510_225307_18,17,False,10,AMBIG_DIST,death_whistle,audio/death_whistle_180.wav,audio/death_whistle_270.wav,A,,,,
20260510_225307_18,17,False,11,AMBIG_DIST,zombie,audio/zombie_135.wav,audio/zombie_270.wav,A,,,,
20260510_225307_18,17,False,12,AMBIG_AMBIG,zombie,audio/zombie_45.wav,audio/zombie_315.wav,B,,,,
20260510_225307_18,17,False,13,AMBIG_DIST,scream,audio/scream_270.wav,audio/scream_225.wav,B,,,,
20260510_225307_18,17,False,14,AMBIG_AMBIG,zombie,audio/zombie_180.wav,audio/zombie_225.wav,B,,,,
20260510_225309_19,18,False,1,PRIMING,mixed,audio/bear_315.wav,audio/white_noise_315.wav,B,,,,
20260510_225309_19,18,False,2,PRIMING,mixed,audio/tiger_180.wav,audio/zombie_180.wav,B,,,,
20260510_225309_19,18,False,3,AMBIG_AMBIG,white_noise,audio/white_noise_135.wav,audio/white_noise_45.wav,B,,,,
20260510_225309_19,18,False,4,AMBIG_DIST,zombie,audio/zombie_315.wav,audio/zombie_270.wav,A,,,,
20260510_225309_19,18,False,5,AMBIG_DIST,death_whistle,audio/death_whistle_90.wav,audio/death_whistle_180.wav,B,,,,
20260510_225309_19,18,False,6,AMBIG_DIST,white_noise,audio/white_noise_180.wav,audio/white_noise_270.wav,A,,,,
20260510_225309_19,18,False,7,DIST_DIST,zombie,audio/zombie_90.wav,audio/zombie_270.wav,B,,,,
20260510_225309_19,18,False,8,AMBIG_DIST,zombie,audio/zombie_270.wav,audio/zombie_180.wav,B,,,,
20260510_225309_19,18,False,9,AMBIG_DIST,scream,audio/scream_270.wav,audio/scream_0.wav,B,,,,
20260510_225309_19,18,False,10,DIST_DIST,tiger,audio/tiger_90.wav,audio/tiger_270.wav,A,,,,
20260510_225309_19,18,False,11,AMBIG_AMBIG,bear,audio/bear_135.wav,audio/bear_45.wav,B,,,,
20260510_225309_19,18,False,12,AMBIG_DIST,bear,audio/bear_180.wav,audio/bear_270.wav,A,,,,
20260510_225309_19,18,False,13,AMBIG_AMBIG,tiger,audio/tiger_0.wav,audio/tiger_315.wav,A,,,,
20260510_225309_19,18,False,14,DIST_DIST,scream,audio/scream_90.wav,audio/scream_270.wav,A,,,,
20260510_225310_20,19,False,1,PRIMING,mixed,audio/bear_315.wav,audio/zombie_315.wav,B,,,,
20260510_225310_20,19,False,2,PRIMING,mixed,audio/scream_315.wav,audio/zombie_315.wav,A,,,,
20260510_225310_20,19,False,3,AMBIG_DIST,tiger,audio/tiger_0.wav,audio/tiger_270.wav,A,,,,
20260510_225310_20,19,False,4,AMBIG_DIST,white_noise,audio/white_noise_90.wav,audio/white_noise_135.wav,B,,,,
20260510_225310_20,19,False,5,DIST_DIST,scream,audio/scream_270.wav,audio/scream_90.wav,B,,,,
20260510_225310_20,19,False,6,AMBIG_DIST,death_whistle,audio/death_whistle_90.wav,audio/death_whistle_315.wav,B,,,,
20260510_225310_20,19,False,7,DIST_DIST,death_whistle,audio/death_whistle_90.wav,audio/death_whistle_270.wav,A,,,,
20260510_225310_20,19,False,8,AMBIG_AMBIG,zombie,audio/zombie_135.wav,audio/zombie_315.wav,B,,,,
20260510_225310_20,19,False,9,AMBIG_AMBIG,death_whistle,audio/death_whistle_180.wav,audio/death_whistle_315.wav,A,,,,
20260510_225310_20,19,False,10,AMBIG_DIST,scream,audio/scream_225.wav,audio/scream_90.wav,A,,,,
20260510_225310_20,19,False,11,DIST_DIST,bear,audio/bear_90.wav,audio/bear_270.wav,A,,,,
20260510_225310_20,19,False,12,AMBIG_AMBIG,bear,audio/bear_225.wav,audio/bear_45.wav,B,,,,
20260510_225310_20,19,False,13,AMBIG_DIST,scream,audio/scream_0.wav,audio/scream_270.wav,B,,,,
20260510_225310_20,19,False,14,AMBIG_DIST,zombie,audio/zombie_270.wav,audio/zombie_45.wav,A,,,,
