participant,participant_index,has_gsr,trial,type,sound,sound_group,file_A,file_B,choice,A_angle,B_angle,A_kind,B_kind,pair_class,trial_type_matches_inferred,chosen_side,chosen_angle,chosen_is_ambiguous,A_delta,B_delta,phys_choice,match,A_z,B_z,gsr_diff_z,ambig_minus_discrete_z,gsr_choice,gsr_match_z,participant_gsr_mean,participant_gsr_std
20260509_165613_7,6,True,3,AMBIG_DIST,bear,scary,audio/bear_90.wav,audio/bear_315.wav,B,90,315,discrete,ambiguous,AMBIG_DIST,True,B,315,1,0.9024390243903326,0.9024390243903326,B,1.0,-1.1244915721005702,-1.1244915721005702,0.0,0.0,B,1.0,1.4328494455767375,0.47168910318784235
20260509_165613_7,6,True,4,AMBIG_DIST,bear,scary,audio/bear_270.wav,audio/bear_180.wav,B,270,180,discrete,ambiguous,AMBIG_DIST,True,B,180,1,1.8048780487806653,1.8048780487806653,B,1.0,0.7887157042416846,0.7887157042416846,0.0,0.0,B,1.0,1.4328494455767375,0.47168910318784235
20260509_165613_7,6,True,5,DIST_DIST,white_noise,white_noise,audio/white_noise_270.wav,audio/white_noise_90.wav,A,270,90,discrete,discrete,DIST_DIST,True,A,270,0,1.7073170731705432,1.7073170731705432,B,0.0,0.5818824851769014,0.5818824851769014,0.0,,B,0.0,1.4328494455767375,0.47168910318784235
20260509_165613_7,6,True,6,AMBIG_DIST,death_whistle,scary,audio/death_whistle_225.wav,audio/death_whistle_90.wav,A,225,90,ambiguous,discrete,AMBIG_DIST,True,A,225,1,1.7804878048782484,1.7804878048782484,B,0.0,0.7370073994757298,0.7370073994757298,0.0,0.0,B,0.0,1.4328494455767375,0.47168910318784235
20260509_165613_7,6,True,7,AMBIG_AMBIG,death_whistle,scary,audio/death_whistle_135.wav,audio/death_whistle_0.wav,B,135,0,ambiguous,ambiguous,AMBIG_AMBIG,True,B,0,1,1.7804878048782484,1.7804878048782484,B,1.0,0.7370073994757298,0.7370073994757298,0.0,0.0,B,1.0,1.4328494455767375,0.47168910318784235
20260509_165613_7,6,True,8,AMBIG_DIST,bear,scary,audio/bear_270.wav,audio/bear_315.wav,A,270,315,discrete,ambiguous,AMBIG_DIST,True,A,270,0,0.585365853658459,0.585365853658459,B,0.0,-1.7966995340589462,-1.7966995340589462,0.0,0.0,B,0.0,1.4328494455767375,0.47168910318784235
20260509_165613_7,6,True,9,DIST_DIST,scream,scary,audio/scream_270.wav,audio/scream_90.wav,B,270,90,discrete,discrete,DIST_DIST,True,B,90,0,1.829268292683082,1.829268292683082,B,1.0,0.8404240090076394,0.8404240090076394,0.0,,B,1.0,1.4328494455767375,0.47168910318784235
20260509_165613_7,6,True,10,AMBIG_DIST,death_whistle,scary,audio/death_whistle_225.wav,audio/death_whistle_270.wav,A,225,270,ambiguous,discrete,AMBIG_DIST,True,A,225,1,0.7560975609758316,0.7560975609758316,B,0.0,-1.4347414006962989,-1.4347414006962989,0.0,0.0,B,0.0,1.4328494455767375,0.47168910318784235
20260509_165613_7,6,True,11,DIST_DIST,bear,scary,audio/bear_90.wav,audio/bear_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,1.7560975609758316,1.7560975609758316,B,0.0,0.685299094709775,0.685299094709775,0.0,,B,0.0,1.4328494455767375,0.47168910318784235
20260509_165613_7,6,True,12,AMBIG_AMBIG,tiger,scary,audio/tiger_315.wav,audio/tiger_180.wav,A,315,180,ambiguous,ambiguous,AMBIG_AMBIG,True,A,315,1,1.6829268292681263,1.6829268292681263,B,0.0,0.5301741804109467,0.5301741804109467,0.0,0.0,B,0.0,1.4328494455767375,0.47168910318784235
20260509_165613_7,6,True,13,AMBIG_AMBIG,death_whistle,scary,audio/death_whistle_0.wav,audio/death_whistle_45.wav,A,0,45,ambiguous,ambiguous,AMBIG_AMBIG,True,A,0,1,1.7073170731705432,1.6585365853657095,A,1.0,0.5818824851769014,0.4784658756449919,0.10341660953190956,0.10341660953190956,A,1.0,1.4328494455767375,0.47168910318784235
20260509_165613_7,6,True,14,AMBIG_DIST,zombie,scary,audio/zombie_315.wav,audio/zombie_90.wav,B,315,90,ambiguous,discrete,AMBIG_DIST,True,B,90,0,1.7804878048782484,1.7804878048782484,B,1.0,0.7370073994757298,0.7370073994757298,0.0,0.0,B,1.0,1.4328494455767375,0.47168910318784235
20260510_222645_8,7,True,1,PRIMING,mixed,other,audio/scream_90.wav,audio/bear_90.wav,A,90,90,discrete,discrete,DIST_DIST,,A,90,0,1.560975609756042,1.560975609756042,B,0.0,-0.4731103319112266,-0.4731103319112266,0.0,,B,0.0,3.8850174216028273,4.912261802565883
20260510_222645_8,7,True,2,PRIMING,mixed,other,audio/zombie_225.wav,audio/death_whistle_225.wav,B,225,225,ambiguous,ambiguous,AMBIG_AMBIG,,B,225,1,1.560975609756042,1.560975609756042,B,1.0,-0.4731103319112266,-0.4731103319112266,0.0,0.0,B,1.0,3.8850174216028273,4.912261802565883
20260510_222645_8,7,True,7,AMBIG_DIST,tiger,scary,audio/tiger_225.wav,audio/tiger_90.wav,A,225,90,ambiguous,discrete,AMBIG_DIST,True,A,225,1,-4.707317073170543,-4.707317073170543,B,0.0,-1.7491605374707897,-1.7491605374707897,0.0,0.0,B,0.0,3.8850174216028273,4.912261802565883
20260510_222645_8,7,True,8,AMBIG_DIST,bear,scary,audio/bear_225.wav,audio/bear_90.wav,A,225,90,ambiguous,discrete,AMBIG_DIST,True,A,225,1,8.92682926829275,8.92682926829275,B,0.0,1.0263727890187713,1.0263727890187713,0.0,0.0,B,0.0,3.8850174216028273,4.912261802565883
20260510_222645_8,7,True,11,AMBIG_AMBIG,zombie,scary,audio/zombie_0.wav,audio/zombie_135.wav,A,0,135,ambiguous,ambiguous,AMBIG_AMBIG,True,A,0,1,11.512195121951208,11.512195121951208,B,0.0,1.5526814341133819,1.5526814341133819,0.0,0.0,B,0.0,3.8850174216028273,4.912261802565883
20260510_222645_8,7,True,12,AMBIG_DIST,zombie,scary,audio/zombie_90.wav,audio/zombie_315.wav,B,90,315,discrete,ambiguous,AMBIG_DIST,True,B,315,1,4.682926829268354,4.682926829268354,B,1.0,0.16243218292004397,0.16243218292004397,0.0,0.0,B,1.0,3.8850174216028273,4.912261802565883
20260510_222645_8,7,True,14,AMBIG_AMBIG,bear,scary,audio/bear_0.wav,audio/bear_45.wav,B,0,45,ambiguous,ambiguous,AMBIG_AMBIG,True,B,45,1,3.658536585365937,3.658536585365937,B,1.0,-0.04610520475895439,-0.04610520475895439,0.0,0.0,B,1.0,3.8850174216028273,4.912261802565883
20260510_223607_9,8,True,1,PRIMING,mixed,other,audio/zombie_270.wav,audio/death_whistle_270.wav,A,270,270,discrete,discrete,DIST_DIST,,A,270,0,1.5657894736841627,1.5657894736841627,B,0.0,0.6082622289567332,0.6082622289567332,0.0,,B,0.0,1.318288098294488,0.406899135943685
20260510_223607_9,8,True,2,PRIMING,mixed,other,audio/bear_90.wav,audio/zombie_90.wav,B,90,90,discrete,discrete,DIST_DIST,,B,90,0,1.414634146341541,1.414634146341541,B,1.0,0.2367811566461212,0.2367811566461212,0.0,,B,1.0,1.318288098294488,0.406899135943685
20260510_223607_9,8,True,3,AMBIG_AMBIG,white_noise,white_noise,audio/white_noise_225.wav,audio/white_noise_135.wav,B,225,135,ambiguous,ambiguous,AMBIG_AMBIG,True,B,135,1,0.36585365853670737,1.6341463414632926,B,1.0,-2.340713841893235,0.7762568540143558,-3.116970695907591,-3.116970695907591,B,1.0,1.318288098294488,0.406899135943685
20260510_223607_9,8,True,4,DIST_DIST,tiger,scary,audio/tiger_90.wav,audio/tiger_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,0.46341463414637474,1.560975609756042,B,0.0,-2.1009468652851306,0.5964316215582777,-2.6973784868434083,,B,0.0,1.318288098294488,0.406899135943685
20260510_223607_9,8,True,5,AMBIG_DIST,zombie,scary,audio/zombie_90.wav,audio/zombie_135.wav,B,90,135,discrete,ambiguous,AMBIG_DIST,True,B,135,1,1.6097560975608758,1.6097560975608758,B,1.0,0.7163151098623298,0.7163151098623298,0.0,0.0,B,1.0,1.318288098294488,0.406899135943685
20260510_223607_9,8,True,6,AMBIG_AMBIG,death_whistle,scary,audio/death_whistle_135.wav,audio/death_whistle_225.wav,A,135,225,ambiguous,ambiguous,AMBIG_AMBIG,True,A,135,1,1.6585365853657095,1.6585365853657095,B,0.0,0.836198598166382,0.836198598166382,0.0,0.0,B,0.0,1.318288098294488,0.406899135943685
20260510_223607_9,8,True,7,DIST_DIST,bear,scary,audio/bear_90.wav,audio/bear_270.wav,B,90,270,discrete,discrete,DIST_DIST,True,B,270,0,1.3658536585367074,1.3658536585367074,B,1.0,0.11689766834206906,0.11689766834206906,0.0,,B,1.0,1.318288098294488,0.406899135943685
20260510_223607_9,8,True,8,AMBIG_DIST,bear,scary,audio/bear_270.wav,audio/bear_0.wav,B,270,0,discrete,ambiguous,AMBIG_DIST,True,B,0,1,1.26829268292704,1.26829268292704,B,1.0,-0.12286930826603522,-0.12286930826603522,0.0,0.0,B,1.0,1.318288098294488,0.406899135943685
20260510_223607_9,8,True,9,AMBIG_AMBIG,zombie,scary,audio/zombie_135.wav,audio/zombie_45.wav,A,135,45,ambiguous,ambiguous,AMBIG_AMBIG,True,A,135,1,1.4878048780487916,1.4878048780487916,B,0.0,0.41660638910219944,0.41660638910219944,0.0,0.0,B,0.0,1.318288098294488,0.406899135943685
20260510_223607_9,8,True,10,AMBIG_DIST,scream,scary,audio/scream_90.wav,audio/scream_0.wav,A,90,0,discrete,ambiguous,AMBIG_DIST,True,A,90,0,0.7073170731705432,0.7073170731705432,B,0.0,-1.5015294237648702,-1.5015294237648702,0.0,0.0,B,0.0,1.318288098294488,0.406899135943685
20260510_223607_9,8,True,11,DIST_DIST,zombie,scary,audio/zombie_90.wav,audio/zombie_270.wav,B,90,270,discrete,discrete,DIST_DIST,True,B,270,0,1.4878048780487916,1.4878048780487916,B,1.0,0.41660638910219944,0.41660638910219944,0.0,,B,1.0,1.318288098294488,0.406899135943685
20260510_223607_9,8,True,12,AMBIG_DIST,bear,scary,audio/bear_315.wav,audio/bear_270.wav,A,315,270,ambiguous,discrete,AMBIG_DIST,True,A,315,1,0.6097560975608758,0.6097560975608758,B,0.0,-1.7412964003729743,-1.7412964003729743,0.0,0.0,B,0.0,1.318288098294488,0.406899135943685
20260510_223607_9,8,True,13,AMBIG_DIST,scream,scary,audio/scream_180.wav,audio/scream_270.wav,A,180,270,ambiguous,discrete,AMBIG_DIST,True,A,180,1,1.560975609756042,1.560975609756042,B,0.0,0.5964316215582777,0.5964316215582777,0.0,0.0,B,0.0,1.318288098294488,0.406899135943685
20260510_223607_9,8,True,14,AMBIG_DIST,death_whistle,scary,audio/death_whistle_90.wav,audio/death_whistle_225.wav,A,90,225,discrete,ambiguous,AMBIG_DIST,True,A,90,0,1.73170731707296,1.6829268292681263,A,1.0,1.0160238306224603,0.896140342318408,0.11988348830405227,-0.11988348830405227,A,1.0,1.318288098294488,0.406899135943685
20260510_224329_10,9,True,1,PRIMING,mixed,other,audio/zombie_315.wav,audio/tiger_315.wav,A,315,315,ambiguous,ambiguous,AMBIG_AMBIG,,A,315,1,1.5121951219512084,1.5121951219512084,B,0.0,0.9859869227425028,0.9859869227425028,0.0,0.0,B,0.0,1.0135017421602828,0.5057809269962933
20260510_224329_10,9,True,2,PRIMING,mixed,other,audio/white_noise_135.wav,audio/tiger_135.wav,A,135,135,ambiguous,ambiguous,AMBIG_AMBIG,,A,135,1,1.560975609756042,1.560975609756042,B,0.0,1.0824328051416845,1.0824328051416845,0.0,0.0,B,0.0,1.0135017421602828,0.5057809269962933
20260510_224329_10,9,True,3,AMBIG_DIST,death_whistle,scary,audio/death_whistle_90.wav,audio/death_whistle_45.wav,B,90,45,discrete,ambiguous,AMBIG_DIST,True,B,45,1,1.5365853658536253,1.5365853658536253,B,1.0,1.0342098639420936,1.0342098639420936,0.0,0.0,B,1.0,1.0135017421602828,0.5057809269962933
20260510_224329_10,9,True,4,AMBIG_DIST,white_noise,white_noise,audio/white_noise_90.wav,audio/white_noise_135.wav,B,90,135,discrete,ambiguous,AMBIG_DIST,True,B,135,1,1.4634146341463747,0.46341463414637474,A,0.0,0.8895410403433209,-1.0875995488417052,1.977140589185026,-1.977140589185026,A,0.0,1.0135017421602828,0.5057809269962933
20260510_224329_10,9,True,5,AMBIG_DIST,white_noise,white_noise,audio/white_noise_270.wav,audio/white_noise_45.wav,A,270,45,discrete,ambiguous,AMBIG_DIST,True,A,270,0,0.6097560975608758,0.6097560975608758,B,0.0,-0.7982619016441597,-0.7982619016441597,0.0,0.0,B,0.0,1.0135017421602828,0.5057809269962933
20260510_224329_10,9,True,6,AMBIG_DIST,scream,scary,audio/scream_90.wav,audio/scream_135.wav,B,90,135,discrete,ambiguous,AMBIG_DIST,True,B,135,1,0.6097560975608758,1.5,B,1.0,-0.7982619016441597,0.9618754521427073,-1.760137353786867,1.760137353786867,B,1.0,1.0135017421602828,0.5057809269962933
20260510_224329_10,9,True,7,AMBIG_DIST,scream,scary,audio/scream_225.wav,audio/scream_270.wav,A,225,270,ambiguous,discrete,AMBIG_DIST,True,A,225,1,0.585365853658459,0.585365853658459,B,0.0,-0.8464848428437506,-0.8464848428437506,0.0,0.0,B,0.0,1.0135017421602828,0.5057809269962933
20260510_224329_10,9,True,8,DIST_DIST,white_noise,white_noise,audio/white_noise_270.wav,audio/white_noise_90.wav,A,270,90,discrete,discrete,DIST_DIST,True,A,270,0,0.4878048780487916,0.4878048780487916,B,0.0,-1.0393766076421143,-1.0393766076421143,0.0,,B,0.0,1.0135017421602828,0.5057809269962933
20260510_224329_10,9,True,9,AMBIG_DIST,bear,scary,audio/bear_45.wav,audio/bear_270.wav,A,45,270,ambiguous,discrete,AMBIG_DIST,True,A,45,1,0.7804878048782484,0.7804878048782484,B,0.0,-0.4607013132461241,-0.4607013132461241,0.0,0.0,B,0.0,1.0135017421602828,0.5057809269962933
20260510_224329_10,9,True,10,DIST_DIST,zombie,scary,audio/zombie_90.wav,audio/zombie_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,0.5365853658536253,0.5365853658536253,B,0.0,-0.9429307252429324,-0.9429307252429324,0.0,,B,0.0,1.0135017421602828,0.5057809269962933
20260510_224329_10,9,True,11,AMBIG_AMBIG,scream,scary,audio/scream_180.wav,audio/scream_225.wav,B,180,225,ambiguous,ambiguous,AMBIG_AMBIG,True,B,225,1,0.5121951219512084,1.560975609756042,B,1.0,-0.9911536664425233,1.0824328051416845,-2.073586471584208,-2.073586471584208,B,1.0,1.0135017421602828,0.5057809269962933
20260510_224329_10,9,True,12,DIST_DIST,bear,scary,audio/bear_90.wav,audio/bear_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,1.7804878048782484,1.7804878048782484,B,0.0,1.516439275938902,1.516439275938902,0.0,,B,0.0,1.0135017421602828,0.5057809269962933
20260510_224329_10,9,True,13,AMBIG_AMBIG,white_noise,white_noise,audio/white_noise_135.wav,audio/white_noise_45.wav,A,135,45,ambiguous,ambiguous,AMBIG_AMBIG,True,A,135,1,0.4878048780487916,0.4878048780487916,B,0.0,-1.0393766076421143,-1.0393766076421143,0.0,0.0,B,0.0,1.0135017421602828,0.5057809269962933
20260510_224329_10,9,True,14,AMBIG_AMBIG,death_whistle,scary,audio/death_whistle_225.wav,audio/death_whistle_135.wav,B,225,135,ambiguous,ambiguous,AMBIG_AMBIG,True,B,135,1,0.8048780487806653,1.7073170731705432,B,1.0,-0.4124783720465332,1.3717704523392302,-1.7842488243857635,-1.7842488243857635,B,1.0,1.0135017421602828,0.5057809269962933
20260510_225139_11,10,False,1,PRIMING,mixed,other,audio/death_whistle_90.wav,audio/bear_90.wav,A,90,90,discrete,discrete,DIST_DIST,,A,90,0,,,,,,,,,,,,
20260510_225139_11,10,False,2,PRIMING,mixed,other,audio/scream_135.wav,audio/zombie_135.wav,A,135,135,ambiguous,ambiguous,AMBIG_AMBIG,,A,135,1,,,,,,,,,,,,
20260510_225139_11,10,False,3,DIST_DIST,zombie,scary,audio/zombie_90.wav,audio/zombie_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225139_11,10,False,4,AMBIG_DIST,white_noise,white_noise,audio/white_noise_0.wav,audio/white_noise_90.wav,A,0,90,ambiguous,discrete,AMBIG_DIST,True,A,0,1,,,,,,,,,,,,
20260510_225139_11,10,False,5,DIST_DIST,bear,scary,audio/bear_90.wav,audio/bear_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225139_11,10,False,6,AMBIG_DIST,zombie,scary,audio/zombie_90.wav,audio/zombie_135.wav,B,90,135,discrete,ambiguous,AMBIG_DIST,True,B,135,1,,,,,,,,,,,,
20260510_225139_11,10,False,7,AMBIG_AMBIG,tiger,scary,audio/tiger_135.wav,audio/tiger_225.wav,B,135,225,ambiguous,ambiguous,AMBIG_AMBIG,True,B,225,1,,,,,,,,,,,,
20260510_225139_11,10,False,8,AMBIG_DIST,scream,scary,audio/scream_45.wav,audio/scream_270.wav,A,45,270,ambiguous,discrete,AMBIG_DIST,True,A,45,1,,,,,,,,,,,,
20260510_225139_11,10,False,9,AMBIG_DIST,bear,scary,audio/bear_135.wav,audio/bear_270.wav,A,135,270,ambiguous,discrete,AMBIG_DIST,True,A,135,1,,,,,,,,,,,,
20260510_225139_11,10,False,10,AMBIG_AMBIG,white_noise,white_noise,audio/white_noise_135.wav,audio/white_noise_45.wav,A,135,45,ambiguous,ambiguous,AMBIG_AMBIG,True,A,135,1,,,,,,,,,,,,
20260510_225139_11,10,False,11,AMBIG_AMBIG,tiger,scary,audio/tiger_0.wav,audio/tiger_135.wav,B,0,135,ambiguous,ambiguous,AMBIG_AMBIG,True,B,135,1,,,,,,,,,,,,
20260510_225139_11,10,False,12,AMBIG_DIST,death_whistle,scary,audio/death_whistle_270.wav,audio/death_whistle_0.wav,B,270,0,discrete,ambiguous,AMBIG_DIST,True,B,0,1,,,,,,,,,,,,
20260510_225139_11,10,False,13,AMBIG_DIST,scream,scary,audio/scream_135.wav,audio/scream_90.wav,A,135,90,ambiguous,discrete,AMBIG_DIST,True,A,135,1,,,,,,,,,,,,
20260510_225139_11,10,False,14,DIST_DIST,tiger,scary,audio/tiger_270.wav,audio/tiger_90.wav,B,270,90,discrete,discrete,DIST_DIST,True,B,90,0,,,,,,,,,,,,
20260510_225242_12,11,False,1,PRIMING,mixed,other,audio/zombie_225.wav,audio/tiger_225.wav,A,225,225,ambiguous,ambiguous,AMBIG_AMBIG,,A,225,1,,,,,,,,,,,,
20260510_225242_12,11,False,2,PRIMING,mixed,other,audio/tiger_270.wav,audio/white_noise_270.wav,B,270,270,discrete,discrete,DIST_DIST,,B,270,0,,,,,,,,,,,,
20260510_225242_12,11,False,3,DIST_DIST,bear,scary,audio/bear_90.wav,audio/bear_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225242_12,11,False,4,AMBIG_DIST,scream,scary,audio/scream_0.wav,audio/scream_270.wav,A,0,270,ambiguous,discrete,AMBIG_DIST,True,A,0,1,,,,,,,,,,,,
20260510_225242_12,11,False,5,AMBIG_DIST,scream,scary,audio/scream_45.wav,audio/scream_270.wav,A,45,270,ambiguous,discrete,AMBIG_DIST,True,A,45,1,,,,,,,,,,,,
20260510_225242_12,11,False,6,AMBIG_DIST,white_noise,white_noise,audio/white_noise_180.wav,audio/white_noise_270.wav,A,180,270,ambiguous,discrete,AMBIG_DIST,True,A,180,1,,,,,,,,,,,,
20260510_225242_12,11,False,7,AMBIG_DIST,tiger,scary,audio/tiger_90.wav,audio/tiger_225.wav,B,90,225,discrete,ambiguous,AMBIG_DIST,True,B,225,1,,,,,,,,,,,,
20260510_225242_12,11,False,8,AMBIG_AMBIG,tiger,scary,audio/tiger_180.wav,audio/tiger_225.wav,B,180,225,ambiguous,ambiguous,AMBIG_AMBIG,True,B,225,1,,,,,,,,,,,,
20260510_225242_12,11,False,9,AMBIG_AMBIG,white_noise,white_noise,audio/white_noise_0.wav,audio/white_noise_225.wav,A,0,225,ambiguous,ambiguous,AMBIG_AMBIG,True,A,0,1,,,,,,,,,,,,
20260510_225242_12,11,False,10,AMBIG_DIST,white_noise,white_noise,audio/white_noise_90.wav,audio/white_noise_315.wav,B,90,315,discrete,ambiguous,AMBIG_DIST,True,B,315,1,,,,,,,,,,,,
20260510_225242_12,11,False,11,AMBIG_DIST,tiger,scary,audio/tiger_45.wav,audio/tiger_90.wav,B,45,90,ambiguous,discrete,AMBIG_DIST,True,B,90,0,,,,,,,,,,,,
20260510_225242_12,11,False,12,DIST_DIST,tiger,scary,audio/tiger_90.wav,audio/tiger_270.wav,B,90,270,discrete,discrete,DIST_DIST,True,B,270,0,,,,,,,,,,,,
20260510_225242_12,11,False,13,AMBIG_AMBIG,bear,scary,audio/bear_135.wav,audio/bear_45.wav,A,135,45,ambiguous,ambiguous,AMBIG_AMBIG,True,A,135,1,,,,,,,,,,,,
20260510_225242_12,11,False,14,DIST_DIST,scream,scary,audio/scream_90.wav,audio/scream_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225257_13,12,False,1,PRIMING,mixed,other,audio/bear_0.wav,audio/scream_0.wav,B,0,0,ambiguous,ambiguous,AMBIG_AMBIG,,B,0,1,,,,,,,,,,,,
20260510_225257_13,12,False,2,PRIMING,mixed,other,audio/white_noise_45.wav,audio/tiger_45.wav,B,45,45,ambiguous,ambiguous,AMBIG_AMBIG,,B,45,1,,,,,,,,,,,,
20260510_225257_13,12,False,3,AMBIG_DIST,scream,scary,audio/scream_90.wav,audio/scream_135.wav,A,90,135,discrete,ambiguous,AMBIG_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225257_13,12,False,4,AMBIG_AMBIG,zombie,scary,audio/zombie_180.wav,audio/zombie_315.wav,A,180,315,ambiguous,ambiguous,AMBIG_AMBIG,True,A,180,1,,,,,,,,,,,,
20260510_225257_13,12,False,5,AMBIG_DIST,zombie,scary,audio/zombie_270.wav,audio/zombie_315.wav,B,270,315,discrete,ambiguous,AMBIG_DIST,True,B,315,1,,,,,,,,,,,,
20260510_225257_13,12,False,6,AMBIG_AMBIG,tiger,scary,audio/tiger_135.wav,audio/tiger_315.wav,B,135,315,ambiguous,ambiguous,AMBIG_AMBIG,True,B,315,1,,,,,,,,,,,,
20260510_225257_13,12,False,7,AMBIG_AMBIG,tiger,scary,audio/tiger_180.wav,audio/tiger_0.wav,B,180,0,ambiguous,ambiguous,AMBIG_AMBIG,True,B,0,1,,,,,,,,,,,,
20260510_225257_13,12,False,8,AMBIG_DIST,tiger,scary,audio/tiger_90.wav,audio/tiger_135.wav,B,90,135,discrete,ambiguous,AMBIG_DIST,True,B,135,1,,,,,,,,,,,,
20260510_225257_13,12,False,9,DIST_DIST,death_whistle,scary,audio/death_whistle_90.wav,audio/death_whistle_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225257_13,12,False,10,AMBIG_DIST,tiger,scary,audio/tiger_0.wav,audio/tiger_270.wav,A,0,270,ambiguous,discrete,AMBIG_DIST,True,A,0,1,,,,,,,,,,,,
20260510_225257_13,12,False,11,AMBIG_DIST,death_whistle,scary,audio/death_whistle_270.wav,audio/death_whistle_225.wav,B,270,225,discrete,ambiguous,AMBIG_DIST,True,B,225,1,,,,,,,,,,,,
20260510_225257_13,12,False,12,AMBIG_DIST,white_noise,white_noise,audio/white_noise_270.wav,audio/white_noise_180.wav,B,270,180,discrete,ambiguous,AMBIG_DIST,True,B,180,1,,,,,,,,,,,,
20260510_225257_13,12,False,13,DIST_DIST,zombie,scary,audio/zombie_270.wav,audio/zombie_90.wav,A,270,90,discrete,discrete,DIST_DIST,True,A,270,0,,,,,,,,,,,,
20260510_225257_13,12,False,14,DIST_DIST,scream,scary,audio/scream_270.wav,audio/scream_90.wav,B,270,90,discrete,discrete,DIST_DIST,True,B,90,0,,,,,,,,,,,,
20260510_225301_14,13,False,1,PRIMING,mixed,other,audio/white_noise_135.wav,audio/scream_135.wav,B,135,135,ambiguous,ambiguous,AMBIG_AMBIG,,B,135,1,,,,,,,,,,,,
20260510_225301_14,13,False,2,PRIMING,mixed,other,audio/tiger_180.wav,audio/scream_180.wav,B,180,180,ambiguous,ambiguous,AMBIG_AMBIG,,B,180,1,,,,,,,,,,,,
20260510_225301_14,13,False,3,DIST_DIST,white_noise,white_noise,audio/white_noise_90.wav,audio/white_noise_270.wav,B,90,270,discrete,discrete,DIST_DIST,True,B,270,0,,,,,,,,,,,,
20260510_225301_14,13,False,4,AMBIG_DIST,scream,scary,audio/scream_270.wav,audio/scream_225.wav,B,270,225,discrete,ambiguous,AMBIG_DIST,True,B,225,1,,,,,,,,,,,,
20260510_225301_14,13,False,5,AMBIG_DIST,death_whistle,scary,audio/death_whistle_270.wav,audio/death_whistle_135.wav,B,270,135,discrete,ambiguous,AMBIG_DIST,True,B,135,1,,,,,,,,,,,,
20260510_225301_14,13,False,6,DIST_DIST,tiger,scary,audio/tiger_90.wav,audio/tiger_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225301_14,13,False,7,AMBIG_DIST,tiger,scary,audio/tiger_225.wav,audio/tiger_270.wav,A,225,270,ambiguous,discrete,AMBIG_DIST,True,A,225,1,,,,,,,,,,,,
20260510_225301_14,13,False,8,DIST_DIST,death_whistle,scary,audio/death_whistle_270.wav,audio/death_whistle_90.wav,B,270,90,discrete,discrete,DIST_DIST,True,B,90,0,,,,,,,,,,,,
20260510_225301_14,13,False,9,AMBIG_DIST,death_whistle,scary,audio/death_whistle_90.wav,audio/death_whistle_0.wav,B,90,0,discrete,ambiguous,AMBIG_DIST,True,B,0,1,,,,,,,,,,,,
20260510_225301_14,13,False,10,AMBIG_AMBIG,zombie,scary,audio/zombie_225.wav,audio/zombie_315.wav,A,225,315,ambiguous,ambiguous,AMBIG_AMBIG,True,A,225,1,,,,,,,,,,,,
20260510_225301_14,13,False,11,AMBIG_DIST,death_whistle,scary,audio/death_whistle_315.wav,audio/death_whistle_90.wav,A,315,90,ambiguous,discrete,AMBIG_DIST,True,A,315,1,,,,,,,,,,,,
20260510_225301_14,13,False,12,AMBIG_AMBIG,death_whistle,scary,audio/death_whistle_0.wav,audio/death_whistle_45.wav,A,0,45,ambiguous,ambiguous,AMBIG_AMBIG,True,A,0,1,,,,,,,,,,,,
20260510_225301_14,13,False,13,AMBIG_DIST,zombie,scary,audio/zombie_0.wav,audio/zombie_270.wav,A,0,270,ambiguous,discrete,AMBIG_DIST,True,A,0,1,,,,,,,,,,,,
20260510_225301_14,13,False,14,AMBIG_AMBIG,death_whistle,scary,audio/death_whistle_135.wav,audio/death_whistle_225.wav,B,135,225,ambiguous,ambiguous,AMBIG_AMBIG,True,B,225,1,,,,,,,,,,,,
20260510_225302_15,14,False,1,PRIMING,mixed,other,audio/zombie_225.wav,audio/scream_225.wav,B,225,225,ambiguous,ambiguous,AMBIG_AMBIG,,B,225,1,,,,,,,,,,,,
20260510_225302_15,14,False,2,PRIMING,mixed,other,audio/white_noise_270.wav,audio/bear_270.wav,B,270,270,discrete,discrete,DIST_DIST,,B,270,0,,,,,,,,,,,,
20260510_225302_15,14,False,3,DIST_DIST,tiger,scary,audio/tiger_270.wav,audio/tiger_90.wav,A,270,90,discrete,discrete,DIST_DIST,True,A,270,0,,,,,,,,,,,,
